產業別,名稱,公司代號,ROE,EPS,FCF,毛利率,營業利益率,純益率,現金殖利率,高登,總資產周轉率,盈餘成長率,營收年成長率,PBR,PER,每股淨值,權益乘數,股本億元,平均價,股價標準差,股價變異數
電腦及週邊設備,富驊,5465,0.103850246,1.933333333,1.470720721,0.144500945,0.07340747,0.058264055,0.058297197,0.076124433,1.041760763,0.017827236,-4.986666667,1.944313725,21.71978022,20.33108108,1.704334365,14.8,37.58709016,3.411507296,11.63838203
電腦及週邊設備,聰泰,5474,0.149655814,6.71,7.066666667,0.492896699,0.221433321,0.198587119,0.035088025,0.09886662,0.574641672,0.063778596,-12.08333333,3.098721228,21.18181818,48.875,1.220685988,4,168.7110656,21.22099862,450.3307824
電腦及週邊設備,同亨,5490,0.00913242,-1.096666667,1.454456911,0.314010575,-0.06640619,-0.079714969,0.004309814,0.004309814,0.588824668,0,7.463333333,2.040121556,77.34285714,13.2688172,1.584889996,9.3,26.42663934,3.136058602,9.834863557
電腦及週邊設備,迎廣,6117,0.122041006,1.92,2.123595506,0.242669829,0.058341479,0.067225254,0.007383751,0.079530932,0.684678059,0.072147181,8.04,4.686122449,23.7961165,20.92134831,2.520934761,8.9,92.98032787,8.536902604,72.87870606
電腦及週邊設備,新普,6121,0.153504827,32.89,46.07747748,0.146493001,0.090673364,0.067800227,0.071306849,0.11527654,1.143197565,0.043969691,-5.63,1.68848226,13.72610803,234.772973,1.85565997,18.5,375.5942623,19.79808903,391.9643291
電腦及週邊設備,上奇,6123,0.15767225,4.363333333,3.16870597,0.157084083,0.070365134,0.050446091,0.071590036,0.072109005,1.65544463,0.000518969,4.076666667,2.05677025,17.84109589,31.66129032,1.921218776,6.2,55.05717213,3.270862101,10.69853888
電腦及週邊設備,上福,6128,0.126685485,3.866666667,2.447916667,0.407014871,0.084896761,0.091397457,0.072684319,0.118987797,0.698821091,0.046303478,4.24,1.070960659,12.70138889,34.15625,1.97982168,12.8,32.91270492,2.949908009,8.701957262
電腦及週邊設備,撼訊,6150,0,-2.906666667,-7.125,0.037930772,-0.030837859,-0.026072252,0,0,1.197219235,0,-15.68666667,2.604817619,0,30.27083333,2.637723577,4.8,71.57581967,6.077986771,36.94192319
電腦及週邊設備,欣技,6160,0.013408758,-0.053333333,0.75,0.376955051,-0.00997992,-0.002846003,0.012461059,0.008796022,1.022086326,-0.003665037,-2.683333333,2.302833563,0,10.69117647,1.615332885,6.8,23.03012295,2.355202713,5.54697982
電腦及週邊設備,捷波,6161,0.146471167,2.883333333,3.897247098,0.378838586,0.155018774,0.134903212,0.067398647,0.086970853,0.798784199,0.019572206,-11.12333333,2.527818591,17.65964912,19.91044776,1.244252874,6.7,46.42299578,4.722324448,22.30034819
電腦及週邊設備,凌華,6166,0.076079306,1.816666667,3.838709677,0.368568391,0.029005605,0.036182914,0.024689138,0.037317145,0.838484011,0.012628007,2.493333333,2.808117255,304.2173913,24.91705069,2.366589968,21.7,71.3942623,7.469777782,55.79758011
電腦及週邊設備,廣明,6188,0.101570685,3.413333333,2.737410072,0.252677077,0.092553699,0.08768887,0.047783179,0.065676431,0.717109485,0.017893252,-8.68,2.702801087,41.472103,35.75179856,1.47592953,27.8,97.85122951,12.32859262,151.994196
電腦及週邊設備,飛捷,6206,0.17304162,5.91,5.72960373,0.393822958,0.197559664,0.183568827,0.067388373,0.088123807,0.756789485,0.020735434,0.623333333,2.334227848,12.0952381,35.90909091,1.194023783,14.3,108.9336066,19.94007735,397.6066849
電腦及週邊設備,上揚,6222,0.016694491,-0.18,0.650406504,-0.037037037,-5.37037037,-3.308958195,0,0.01618123,0.015409469,0.01618123,-52.20333333,4.672794118,0,6.634146341,1.016071429,4.1,23.99487705,5.820715134,33.88072468
電腦及週邊設備,全譜,6228,0,-1.003333333,-1.028554779,0.319365967,-0.741430242,-0.538922518,0,0,0.098749169,0,-17.96333333,3.394181818,0,10.57692308,1.645875252,2.6,36.48709016,8.697418574,75.64508985
電腦及週邊設備,超眾,6230,0.084452367,5.2,8.333333333,0.186525442,0.048524232,0.040188106,0.005743187,0.074116456,0.944813064,0.068373269,-8.673333333,3.263670612,153.8243243,69.75581395,1.755667292,8.6,163.9692623,35.12461762,1233.738763
電腦及週邊設備,華孚,6235,0.156320558,3.02,-1.637652296,0.288332907,0.118022505,0.118874131,0.016206671,0.101723499,0.732385722,0.085516828,28.97,3.485230187,27.92810458,24.52061856,2.051846754,19.4,59.89672131,8.309389646,69.04595628
電腦及週邊設備,安鈦克,6276,0.077686589,0.156666667,0.429749104,0.241861167,0.005833268,0.008275994,0.033116393,0.02189936,1.982083833,-0.011217033,-6.37,5.773942308,0,9.454545455,2.35546875,2.2,43.2795082,10.06645563,101.333529
電腦及週邊設備,宏正,6277,0.123573164,4.993333333,5.053221289,0.594115885,0.148108108,0.114306556,0.057400895,0.067092609,0.71821258,0.009691714,-1.036666667,1.945497436,19.25120773,40.96638655,1.46838843,11.9,69.46557377,7.646993228,58.47650543
